person_age,person_income,loan_amnt,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
23.0,37112.0,3800.0,18.64,0.1,642,No,1
32.0,81669.0,13000.0,16.0,0.16,631,No,1
23.0,119097.0,10000.0,11.14,0.08,679,Yes,0
29.0,15532.0,4500.0,15.05,0.29,619,No,1
34.0,135394.0,12800.0,8.94,0.09,657,No,0
22.0,48848.0,14125.0,11.49,0.29,602,No,1
22.0,25982.0,10000.0,12.85,0.38,651,No,1
25.0,50480.0,8000.0,10.99,0.16,579,Yes,0
27.0,191938.0,15000.0,11.61,0.08,490,Yes,0
23.0,44116.0,18000.0,7.88,0.41,619,Yes,0
32.0,51156.0,13200.0,11.71,0.26,691,No,0
29.0,67035.0,5000.0,11.01,0.07,699,Yes,0
21.0,31100.0,5000.0,12.86,0.16,642,No,1
25.0,102982.0,12000.0,13.58,0.12,519,Yes,0
24.0,18662.0,6000.0,10.0,0.32,573,No,1
36.0,70889.0,21600.0,6.54,0.3,603,Yes,0
23.0,36761.0,6000.0,8.49,0.16,634,No,0
23.0,70858.0,8000.0,10.37,0.11,531,Yes,0
23.0,79096.0,13000.0,10.55,0.16,672,Yes,0
23.0,91109.0,12000.0,6.92,0.13,603,Yes,0
23.0,65567.0,4500.0,11.01,0.07,601,No,1
22.0,28354.0,7500.0,9.76,0.26,588,No,1
25.0,46447.0,10000.0,8.49,0.22,514,Yes,0
28.0,39171.0,7931.0,10.96,0.2,598,No,1
25.0,39294.0,2500.0,7.93,0.06,591,No,1
25.0,78767.0,12000.0,7.49,0.15,703,No,0
23.0,80049.0,12000.0,7.51,0.15,584,Yes,0
30.0,63272.0,5407.0,13.89,0.09,604,No,0
30.0,66057.0,10000.0,6.17,0.15,660,No,0
55.0,60783.0,20000.0,7.51,0.33,669,No,1
24.0,60869.0,15000.0,15.68,0.25,547,No,1
23.0,64343.0,3500.0,12.23,0.05,496,Yes,0
28.0,64521.0,17050.0,12.42,0.26,629,No,0
22.0,44761.0,18725.0,6.54,0.42,667,No,1
24.0,32063.0,5908.0,11.08,0.18,635,No,0
21.0,176137.0,4000.0,13.72,0.02,669,Yes,0
26.0,84862.0,10000.0,11.01,0.12,646,Yes,0
26.0,58582.0,4225.0,9.83,0.07,691,No,0
25.0,55055.0,10000.0,12.69,0.18,683,No,0
30.0,31187.0,7000.0,10.99,0.22,676,Yes,0
22.0,51473.0,7000.0,13.61,0.14,660,Yes,0
32.0,130544.0,5200.0,14.65,0.04,649,Yes,0
27.0,75030.0,15000.0,15.21,0.2,675,No,0
25.0,71589.0,5600.0,14.84,0.08,722,No,1
22.0,49297.0,8100.0,7.14,0.16,467,Yes,0
26.0,89100.0,25000.0,15.57,0.28,620,No,0
34.0,133516.0,10000.0,10.0,0.07,726,Yes,0
23.0,49179.0,10000.0,13.12,0.2,629,No,0
23.0,31516.0,4000.0,12.65,0.13,576,Yes,0
26.0,77089.0,20000.0,9.67,0.26,670,Yes,0
25.0,180772.0,6000.0,13.48,0.03,497,Yes,0
26.0,39198.0,6000.0,8.97,0.15,552,Yes,0
28.0,151025.0,14000.0,10.18,0.09,689,Yes,0
27.0,108937.0,10000.0,7.05,0.09,615,No,0
37.0,117228.0,10000.0,11.01,0.09,628,No,0
32.0,96855.0,15000.0,15.18,0.15,579,Yes,0
24.0,144832.0,20000.0,9.99,0.14,543,Yes,0
26.0,89843.0,16000.0,14.84,0.18,618,Yes,0
36.0,35616.0,5375.0,11.11,0.15,627,Yes,0
21.0,102195.0,12000.0,8.94,0.12,682,No,0
26.0,76563.0,3600.0,6.76,0.05,633,Yes,0
26.0,96804.0,3000.0,8.0,0.03,597,No,0
23.0,95907.0,5585.0,11.66,0.06,637,Yes,0
22.0,23780.0,4400.0,11.49,0.19,647,No,1
22.0,66772.0,7500.0,10.59,0.11,688,Yes,0
43.0,55315.0,16000.0,10.41,0.29,670,No,1
26.0,162677.0,14275.0,9.45,0.09,629,No,0
43.0,147526.0,12000.0,11.83,0.08,675,No,0
27.0,51913.0,6550.0,7.88,0.13,609,Yes,0
22.0,45445.0,15000.0,8.49,0.33,558,Yes,0
23.0,38068.0,7200.0,14.54,0.19,648,No,1
26.0,141216.0,6000.0,7.51,0.04,576,No,0
24.0,109037.0,20000.0,6.94,0.18,611,Yes,0
26.0,38178.0,7075.0,11.02,0.19,634,No,1
33.0,29547.0,8500.0,7.67,0.29,660,No,1
26.0,145045.0,25000.0,9.83,0.17,674,No,0
24.0,52708.0,9500.0,6.62,0.18,666,No,0
25.0,52785.0,8000.0,8.63,0.15,683,Yes,0
23.0,48964.0,6000.0,7.67,0.12,638,Yes,0
31.0,108038.0,14000.0,10.65,0.13,675,Yes,0
25.0,47546.0,3531.0,13.2,0.07,648,No,1
28.0,67919.0,5000.0,11.01,0.07,707,Yes,0
41.0,120926.0,12000.0,10.74,0.1,587,Yes,0
25.0,131226.0,8000.0,12.42,0.06,568,Yes,0
26.0,81340.0,10000.0,12.21,0.12,577,Yes,0
28.0,77797.0,10000.0,11.66,0.13,555,Yes,0
24.0,94536.0,3500.0,11.83,0.04,659,No,1
23.0,69402.0,10000.0,13.89,0.14,561,No,1
23.0,114581.0,4500.0,6.92,0.04,692,No,0
30.0,43999.0,3200.0,7.88,0.07,612,No,0
27.0,42388.0,9500.0,7.51,0.22,590,Yes,0
25.0,79165.0,16000.0,9.05,0.2,508,Yes,0
36.0,141689.0,15284.0,9.95,0.11,649,No,0
29.0,73424.0,9600.0,7.99,0.13,587,No,0
30.0,139033.0,6592.0,13.43,0.05,606,Yes,0
31.0,136156.0,6130.0,5.61,0.05,584,Yes,0
28.0,169051.0,17600.0,12.42,0.1,508,Yes,0
37.0,38495.0,6600.0,5.42,0.17,614,No,0
24.0,178352.0,14000.0,5.42,0.08,676,Yes,0
41.0,74533.0,8513.0,10.8,0.11,564,Yes,0
25.0,63303.0,2448.0,9.35,0.04,681,Yes,0
23.0,79023.0,7000.0,7.14,0.09,616,Yes,0
29.0,39704.0,10800.0,13.57,0.27,607,No,1
35.0,109115.0,18000.0,9.74,0.16,621,Yes,0
23.0,74404.0,16000.0,16.0,0.22,630,No,1
22.0,36985.0,10750.0,14.11,0.29,620,No,1
23.0,75535.0,7000.0,13.06,0.09,611,No,0
22.0,72786.0,2500.0,6.99,0.03,652,Yes,0
22.0,37313.0,7000.0,7.29,0.19,678,Yes,0
26.0,101695.0,15000.0,9.58,0.15,531,Yes,0
39.0,36996.0,10256.0,9.64,0.28,645,Yes,0
23.0,87740.0,8000.0,13.61,0.09,627,Yes,0
25.0,96839.0,6000.0,8.0,0.06,661,Yes,0
40.0,141759.0,10625.0,11.14,0.07,638,Yes,0
48.0,71868.0,20000.0,16.46,0.28,634,No,1
25.0,139190.0,19000.0,13.49,0.14,616,No,0
27.0,58434.0,10070.0,10.54,0.17,660,Yes,0
28.0,58629.0,4000.0,14.35,0.07,704,No,0
31.0,59881.0,5600.0,6.03,0.09,701,Yes,0
28.0,78911.0,7500.0,7.29,0.1,667,No,0
21.0,39200.0,4200.0,11.58,0.11,647,No,0
26.0,187082.0,23000.0,18.25,0.12,583,Yes,0
41.0,97037.0,10000.0,10.85,0.1,596,Yes,0
25.0,31154.0,2000.0,10.99,0.06,676,No,0
26.0,62167.0,10000.0,11.35,0.16,708,No,1
44.0,43953.0,4000.0,16.29,0.09,722,No,0
21.0,15202.0,2200.0,11.01,0.14,617,No,1
27.0,62322.0,18000.0,7.49,0.29,644,Yes,0
24.0,85101.0,6000.0,7.88,0.07,652,No,0
37.0,48949.0,5000.0,11.1,0.1,635,Yes,0
21.0,22578.0,2400.0,14.72,0.11,663,Yes,0
24.0,37117.0,15000.0,15.52,0.4,657,No,1
27.0,60170.0,2500.0,5.42,0.04,693,Yes,0
22.0,37187.0,6400.0,16.0,0.17,596,No,1
27.0,126066.0,12800.0,8.18,0.1,610,Yes,0
22.0,109117.0,3500.0,9.25,0.03,582,No,0
22.0,37004.0,5000.0,10.33,0.14,624,No,0
25.0,94552.0,14000.0,7.51,0.15,631,Yes,0
25.0,75321.0,20000.0,10.8,0.27,623,Yes,0
22.0,49672.0,10000.0,12.61,0.2,593,No,0
23.0,36837.0,3500.0,11.49,0.1,594,No,1
25.0,72168.0,6834.0,13.43,0.09,631,No,1
24.0,11251.0,1500.0,13.99,0.13,515,No,1
26.0,70776.0,4576.0,12.28,0.06,569,Yes,0
27.0,58361.0,6000.0,12.99,0.1,666,Yes,0
38.0,61204.0,3000.0,15.05,0.05,626,Yes,0
23.0,64784.0,3000.0,11.96,0.05,593,No,0
30.0,110609.0,18500.0,12.42,0.17,585,Yes,0
24.0,241331.0,12000.0,12.9,0.05,641,Yes,0
31.0,79265.0,7500.0,10.95,0.09,684,No,0
30.0,36078.0,5400.0,7.14,0.15,620,Yes,0
23.0,48694.0,8000.0,11.44,0.16,605,Yes,0
22.0,47808.0,9600.0,16.77,0.2,554,No,1
23.0,89921.0,3500.0,12.87,0.04,634,Yes,0
26.0,57441.0,2500.0,15.65,0.04,626,Yes,0
25.0,30184.0,1200.0,15.21,0.04,689,No,0
24.0,98274.0,10000.0,15.18,0.1,637,No,0
30.0,61050.0,1000.0,11.01,0.02,713,No,0
33.0,65845.0,7500.0,13.22,0.11,727,No,0
39.0,78965.0,15000.0,7.9,0.19,656,Yes,0
24.0,246880.0,10000.0,9.63,0.04,647,No,0
28.0,130612.0,5000.0,12.87,0.04,673,Yes,0
29.0,98345.0,12000.0,9.5,0.12,630,Yes,0
24.0,117039.0,8000.0,11.11,0.07,621,Yes,0
35.0,46694.0,9000.0,14.65,0.19,572,Yes,0
21.0,94451.0,14275.0,9.91,0.15,622,No,0
54.0,144593.0,17625.0,7.49,0.12,643,Yes,0
37.0,48806.0,5600.0,6.54,0.11,512,Yes,0
24.0,57001.0,14000.0,7.88,0.25,601,Yes,0
44.0,45527.0,3506.0,12.94,0.08,725,No,0
23.0,84499.0,17000.0,8.88,0.2,645,Yes,0
25.0,64325.0,11000.0,8.94,0.17,610,Yes,0
23.0,103373.0,6700.0,15.23,0.06,623,No,0
45.0,91009.0,15000.0,11.01,0.16,656,Yes,0
25.0,73057.0,3000.0,13.47,0.04,658,No,1
34.0,111333.0,10000.0,7.51,0.09,622,Yes,0
24.0,22084.0,3000.0,15.27,0.14,612,No,1
31.0,96863.0,6000.0,7.4,0.06,660,Yes,0
22.0,72916.0,2000.0,9.63,0.03,619,Yes,0
27.0,56578.0,4000.0,12.53,0.07,625,No,1
35.0,103154.0,8400.0,11.99,0.08,673,No,0
39.0,36136.0,1800.0,7.37,0.05,685,Yes,0
21.0,35870.0,9600.0,10.37,0.27,673,No,1
28.0,60910.0,8000.0,7.14,0.13,609,Yes,0
23.0,18320.0,2000.0,8.25,0.11,553,Yes,0
29.0,106926.0,16000.0,16.45,0.15,671,No,1
22.0,47934.0,14000.0,10.37,0.29,673,No,1
23.0,20401.0,2275.0,13.06,0.11,625,Yes,0
23.0,101931.0,25000.0,14.65,0.25,636,No,0
30.0,44370.0,5000.0,8.88,0.11,709,No,0
29.0,83884.0,25000.0,15.95,0.3,613,No,1
24.0,42725.0,4800.0,5.42,0.11,700,Yes,0
44.0,65782.0,10000.0,11.01,0.15,654,Yes,0
24.0,59736.0,15000.0,16.5,0.25,609,No,1
32.0,60923.0,20331.0,7.32,0.33,647,No,1
35.0,157123.0,6657.0,17.37,0.04,659,Yes,0
36.0,62501.0,4775.0,11.14,0.08,699,Yes,0
32.0,55004.0,15000.0,7.51,0.27,672,No,0
24.0,95059.0,12800.0,14.11,0.13,650,No,1
21.0,16616.0,2500.0,7.88,0.15,665,No,1
22.0,51715.0,17000.0,7.66,0.33,666,No,1
23.0,54028.0,4000.0,15.27,0.07,619,Yes,0
33.0,91145.0,3000.0,12.42,0.03,652,Yes,0
27.0,58006.0,2500.0,7.88,0.04,536,Yes,0
22.0,86794.0,6400.0,13.11,0.07,514,Yes,0
28.0,72681.0,4500.0,14.21,0.06,704,Yes,0
27.0,145092.0,20000.0,7.51,0.14,632,Yes,0
27.0,38466.0,12000.0,12.73,0.31,668,Yes,0
24.0,47564.0,1500.0,15.62,0.03,560,Yes,0
23.0,36680.0,5000.0,7.66,0.14,696,Yes,0
27.0,70551.0,4533.0,14.48,0.06,571,Yes,0
27.0,90884.0,6625.0,11.01,0.07,639,Yes,0
21.0,61040.0,7000.0,10.59,0.11,693,Yes,0
21.0,59864.0,25000.0,10.99,0.42,648,No,1
25.0,85118.0,8000.0,15.96,0.09,616,Yes,0
22.0,90443.0,7500.0,13.17,0.08,578,No,1
35.0,53919.0,5000.0,16.95,0.09,665,No,1
25.0,94721.0,8000.0,16.0,0.08,661,No,1
22.0,37100.0,6000.0,7.49,0.16,629,Yes,0
28.0,83360.0,15000.0,13.85,0.18,695,No,0
29.0,277313.0,8500.0,7.49,0.03,588,Yes,0
24.0,74016.0,16400.0,10.99,0.22,640,No,0
28.0,193154.0,23000.0,11.83,0.12,673,Yes,0
43.0,48946.0,4000.0,10.99,0.08,671,No,0
31.0,49172.0,15000.0,15.31,0.31,637,No,0
36.0,38263.0,3000.0,12.42,0.08,683,Yes,0
48.0,35800.0,3000.0,12.49,0.08,692,No,1
39.0,91327.0,7500.0,12.06,0.08,646,Yes,0
23.0,57931.0,3500.0,12.69,0.06,642,No,0
26.0,15289.0,2500.0,9.99,0.16,662,No,1
39.0,38486.0,10000.0,9.31,0.26,630,No,1
22.0,48874.0,5000.0,8.9,0.1,639,Yes,0
26.0,108768.0,20000.0,11.24,0.18,662,Yes,0
36.0,174705.0,5000.0,9.62,0.03,711,No,0
25.0,132905.0,8400.0,12.69,0.06,682,Yes,0
21.0,31193.0,6000.0,11.83,0.19,529,No,0
24.0,511161.0,10000.0,7.88,0.02,640,No,0
26.0,64515.0,2500.0,9.91,0.04,543,Yes,0
24.0,63581.0,4000.0,10.62,0.06,620,No,0
23.0,56230.0,5758.0,9.09,0.1,637,Yes,0
24.0,130994.0,18000.0,12.53,0.14,611,Yes,0
23.0,141027.0,14000.0,15.68,0.1,561,Yes,0
29.0,51606.0,10000.0,11.01,0.19,614,Yes,0
23.0,54982.0,9000.0,12.97,0.16,648,No,0
35.0,60686.0,4000.0,13.22,0.07,619,No,0
24.0,109050.0,24250.0,12.53,0.22,622,No,0
33.0,87479.0,1925.0,14.35,0.02,694,No,1
24.0,130984.0,10000.0,9.7,0.08,647,Yes,0
34.0,57874.0,12000.0,7.88,0.21,578,Yes,0
21.0,41935.0,2400.0,10.83,0.06,659,No,1
34.0,70477.0,3000.0,6.76,0.04,627,No,0
38.0,78986.0,7000.0,8.8,0.09,574,Yes,0
23.0,55887.0,14000.0,7.9,0.25,643,No,0
24.0,109314.0,7500.0,11.01,0.07,678,No,0
22.0,70922.0,15000.0,13.79,0.21,585,Yes,0
22.0,42873.0,6000.0,7.49,0.14,677,Yes,0
33.0,109240.0,12000.0,12.98,0.11,653,No,0
33.0,123733.0,10879.0,11.12,0.09,647,No,0
22.0,71781.0,5000.0,11.11,0.07,642,No,1
23.0,69565.0,17500.0,14.09,0.25,689,Yes,0
24.0,144837.0,2500.0,11.01,0.02,608,Yes,0
47.0,44111.0,11160.0,11.86,0.25,576,No,1
27.0,144975.0,10000.0,11.14,0.07,658,Yes,0
26.0,192954.0,25000.0,12.23,0.13,694,No,0
21.0,54146.0,7200.0,11.89,0.13,661,Yes,0
25.0,65869.0,2500.0,13.98,0.04,632,No,0
33.0,181332.0,12000.0,10.54,0.07,564,Yes,0
22.0,91122.0,12000.0,11.01,0.13,584,Yes,0
22.0,48962.0,11000.0,5.79,0.22,569,Yes,0
32.0,31223.0,3504.0,13.34,0.11,674,No,0
40.0,367833.0,15663.0,11.59,0.04,633,Yes,0
23.0,28487.0,6000.0,11.49,0.21,661,No,0
26.0,58088.0,3000.0,6.76,0.05,639,Yes,0
32.0,54867.0,2484.0,8.63,0.05,615,Yes,0
24.0,137300.0,7200.0,6.99,0.05,676,No,0
21.0,41852.0,6000.0,6.76,0.14,667,No,0
22.0,51423.0,7000.0,8.63,0.14,534,Yes,0
24.0,84747.0,8000.0,12.94,0.09,588,Yes,0
26.0,85045.0,8000.0,7.9,0.09,629,No,0
26.0,66845.0,12000.0,7.88,0.18,659,No,0
29.0,19055.0,2200.0,13.48,0.12,704,No,1
22.0,86335.0,3200.0,10.25,0.04,476,No,1
26.0,144835.0,10000.0,12.68,0.07,529,Yes,0
35.0,76216.0,1600.0,5.42,0.02,606,No,0
23.0,97049.0,10000.0,7.66,0.1,711,No,0
24.0,43808.0,13000.0,5.79,0.3,628,Yes,0
29.0,137189.0,10000.0,10.62,0.07,580,No,1
29.0,41399.0,12000.0,11.83,0.29,645,Yes,0
27.0,38898.0,8000.0,11.12,0.21,590,Yes,0
29.0,109085.0,12000.0,10.74,0.11,578,Yes,0
35.0,65493.0,5000.0,12.88,0.08,567,No,1
23.0,30001.0,2800.0,11.49,0.09,659,No,1
25.0,97046.0,6000.0,6.03,0.06,676,No,0
25.0,57482.0,12000.0,6.62,0.21,640,No,1
23.0,63320.0,3000.0,6.0,0.05,663,Yes,0
39.0,133010.0,10848.0,12.25,0.08,518,Yes,0
25.0,31125.0,9250.0,10.75,0.3,671,No,1
33.0,78916.0,4000.0,12.87,0.05,710,Yes,0
26.0,53718.0,11000.0,15.31,0.2,602,No,1
30.0,40437.0,6000.0,8.49,0.15,634,No,0
30.0,115106.0,12000.0,8.94,0.1,703,No,0
27.0,133500.0,3600.0,6.03,0.03,691,No,0
25.0,39159.0,8000.0,13.16,0.2,585,No,0
25.0,61521.0,20000.0,11.51,0.33,529,Yes,0
28.0,29910.0,1500.0,7.14,0.05,576,No,0
24.0,87400.0,8000.0,10.0,0.09,655,Yes,0
28.0,37314.0,2000.0,12.42,0.05,645,No,0
33.0,562713.0,3750.0,15.62,0.01,561,No,1
22.0,73373.0,7000.0,6.91,0.1,513,Yes,0
34.0,79392.0,12300.0,11.01,0.15,712,No,0
31.0,90997.0,12000.0,7.29,0.13,675,No,0
22.0,51517.0,6000.0,10.67,0.12,689,Yes,0
29.0,76447.0,10000.0,15.33,0.13,674,Yes,0
22.0,31211.0,2050.0,10.59,0.07,626,No,0
26.0,27276.0,7486.0,10.77,0.27,688,No,0
22.0,63593.0,9600.0,7.14,0.15,631,Yes,0
25.0,39460.0,4500.0,11.01,0.11,626,Yes,0
23.0,157029.0,5000.0,14.79,0.03,607,Yes,0
48.0,36950.0,6000.0,12.42,0.16,656,No,1
23.0,26785.0,6000.0,15.23,0.22,657,Yes,0
30.0,127255.0,13980.0,11.1,0.11,561,Yes,0
27.0,28666.0,2435.0,10.11,0.08,581,Yes,0
22.0,74528.0,16000.0,16.45,0.21,611,No,1
21.0,98164.0,8400.0,12.53,0.09,620,No,0
26.0,73068.0,30000.0,14.27,0.41,668,No,0
23.0,33656.0,1925.0,11.01,0.06,631,Yes,0
31.0,115144.0,25000.0,16.07,0.22,690,No,0
25.0,49007.0,5000.0,12.42,0.1,480,Yes,0
24.0,92547.0,22000.0,9.25,0.24,524,Yes,0
25.0,36659.0,9000.0,17.58,0.25,672,No,1
27.0,74125.0,1050.0,8.49,0.01,687,Yes,0
23.0,31975.0,7024.0,13.16,0.22,673,Yes,0
22.0,60824.0,5000.0,5.42,0.08,539,Yes,0
26.0,195369.0,25000.0,11.26,0.13,620,No,0
26.0,34431.0,12800.0,8.8,0.37,666,No,1
27.0,152160.0,7530.0,13.73,0.05,678,No,0
31.0,85020.0,10000.0,11.01,0.12,676,Yes,0
28.0,40144.0,8000.0,11.01,0.2,574,No,1
22.0,193337.0,35000.0,10.65,0.18,602,Yes,0
26.0,91074.0,16000.0,16.35,0.18,667,No,0
24.0,41088.0,10000.0,11.01,0.24,693,Yes,0
29.0,73029.0,5600.0,12.42,0.08,644,No,0
38.0,109501.0,9300.0,11.83,0.08,687,No,0
26.0,187161.0,24000.0,10.99,0.13,633,Yes,0
25.0,93282.0,3000.0,7.49,0.03,647,No,0
23.0,40606.0,6500.0,7.51,0.16,661,Yes,0
27.0,18360.0,2500.0,18.3,0.14,642,No,1
27.0,96908.0,35000.0,11.01,0.36,585,Yes,0
39.0,89330.0,7000.0,9.91,0.08,722,Yes,0
25.0,108757.0,10000.0,12.42,0.09,633,Yes,0
24.0,73119.0,12000.0,8.9,0.16,594,Yes,0
22.0,29643.0,15000.0,12.73,0.51,689,No,1
24.0,29448.0,5000.0,10.8,0.17,693,No,0
25.0,103580.0,24000.0,16.54,0.23,627,No,1
26.0,45583.0,2500.0,11.01,0.05,572,Yes,0
25.0,58577.0,4800.0,11.01,0.08,666,Yes,0
26.0,41812.0,12250.0,6.91,0.29,597,No,1
42.0,55303.0,5000.0,7.43,0.09,666,No,0
28.0,87271.0,4500.0,6.62,0.05,637,No,0
26.0,102790.0,2200.0,13.43,0.02,659,Yes,0
26.0,92017.0,10000.0,10.39,0.11,669,Yes,0
23.0,51672.0,8500.0,6.92,0.16,658,Yes,0
25.0,51567.0,18000.0,11.01,0.35,602,Yes,0
36.0,34701.0,3075.0,15.62,0.09,585,No,1
24.0,51572.0,6000.0,14.96,0.12,608,No,1
37.0,106499.0,12000.0,7.51,0.11,703,No,0
28.0,70809.0,19000.0,14.09,0.27,672,No,1
23.0,130461.0,14000.0,11.89,0.11,652,No,0
21.0,35900.0,8000.0,9.88,0.22,656,Yes,0
32.0,49169.0,7175.0,12.99,0.15,637,Yes,0
29.0,55272.0,10000.0,11.01,0.18,662,No,0
36.0,26662.0,7550.0,14.61,0.28,686,No,1
32.0,99325.0,14000.0,9.21,0.14,561,Yes,0
23.0,59647.0,4800.0,11.36,0.08,650,No,0
30.0,133443.0,14000.0,16.89,0.1,720,No,1
23.0,53743.0,5500.0,6.17,0.1,640,Yes,0
27.0,90950.0,15000.0,14.35,0.16,589,Yes,0
29.0,65775.0,13000.0,10.28,0.2,591,Yes,0
25.0,38159.0,7000.0,7.51,0.18,651,Yes,0
22.0,32536.0,4400.0,11.49,0.14,614,Yes,0
22.0,145050.0,16800.0,15.62,0.12,677,No,0
34.0,51374.0,6000.0,10.88,0.12,671,Yes,0
30.0,54890.0,8000.0,10.36,0.15,622,No,0
23.0,51098.0,14000.0,16.89,0.27,656,No,1
23.0,79166.0,2500.0,14.51,0.03,609,Yes,0
30.0,46018.0,6000.0,6.62,0.13,691,Yes,0
22.0,87287.0,5000.0,11.01,0.06,668,Yes,0
25.0,82938.0,10000.0,15.88,0.12,653,No,0
27.0,123098.0,10000.0,8.43,0.08,675,Yes,0
29.0,100537.0,10000.0,7.5,0.1,496,Yes,0
30.0,123216.0,18000.0,10.6,0.15,564,Yes,0
22.0,43135.0,2800.0,10.37,0.06,678,Yes,0
27.0,145002.0,14000.0,11.99,0.1,667,No,0
30.0,91069.0,21000.0,14.35,0.23,659,No,0
27.0,121020.0,15000.0,13.88,0.12,642,Yes,0
29.0,54924.0,12000.0,12.99,0.22,672,No,0
23.0,60783.0,9000.0,11.14,0.15,635,Yes,0
26.0,58496.0,4000.0,11.01,0.07,630,No,0
34.0,60700.0,10000.0,9.97,0.16,654,Yes,0
23.0,63361.0,8000.0,13.22,0.13,589,Yes,0
25.0,121172.0,12000.0,5.79,0.1,637,Yes,0
23.0,11470.0,2000.0,10.65,0.17,672,No,1
24.0,60836.0,4000.0,5.42,0.07,494,Yes,0
26.0,57763.0,6000.0,12.69,0.1,648,No,0
32.0,96953.0,6400.0,7.88,0.07,622,Yes,0
23.0,99265.0,5000.0,16.77,0.05,669,Yes,0
31.0,82771.0,12000.0,12.69,0.14,659,Yes,0
34.0,166558.0,20951.0,18.65,0.13,659,No,1
21.0,40403.0,10000.0,13.23,0.25,660,No,1
24.0,158101.0,24000.0,7.49,0.15,628,Yes,0
38.0,69252.0,15000.0,16.66,0.22,527,Yes,0
28.0,67243.0,7500.0,12.84,0.11,659,Yes,0
31.0,138990.0,15000.0,6.8,0.11,636,No,0
22.0,47981.0,10750.0,11.01,0.22,581,No,0
29.0,85798.0,35000.0,8.9,0.41,650,No,1
26.0,58573.0,4200.0,10.62,0.07,675,No,0
22.0,91530.0,20000.0,11.01,0.22,665,No,0
24.0,59471.0,9500.0,12.73,0.16,632,Yes,0
29.0,109062.0,10000.0,8.83,0.09,696,Yes,0
27.0,48893.0,10000.0,12.31,0.2,578,Yes,0
24.0,121317.0,10000.0,16.4,0.08,599,Yes,0
24.0,121286.0,16000.0,11.12,0.13,621,No,0
27.0,39204.0,2408.0,6.89,0.06,664,Yes,0
27.0,44195.0,11202.0,11.03,0.25,575,No,1
36.0,64193.0,15000.0,13.16,0.23,521,Yes,0
25.0,78887.0,10043.0,10.14,0.13,671,Yes,0
26.0,79010.0,12000.0,7.9,0.15,673,No,0
33.0,54024.0,5000.0,11.01,0.09,655,Yes,0
25.0,72992.0,17000.0,7.63,0.23,647,Yes,0
24.0,67274.0,16000.0,11.49,0.24,646,Yes,0
22.0,48914.0,10000.0,10.37,0.2,636,Yes,0
25.0,101270.0,25000.0,15.79,0.25,674,No,1
26.0,112130.0,1500.0,9.63,0.01,551,Yes,0
28.0,74580.0,7708.0,11.14,0.1,662,No,1
25.0,144785.0,13000.0,11.29,0.09,617,Yes,0
27.0,104273.0,18000.0,8.6,0.17,681,Yes,0
30.0,51275.0,10000.0,11.01,0.2,645,No,0
22.0,49852.0,6000.0,11.36,0.12,629,No,1
44.0,69289.0,4200.0,11.01,0.06,654,Yes,0
27.0,317610.0,35000.0,11.01,0.11,585,Yes,0
29.0,240973.0,23000.0,12.18,0.1,633,Yes,0
26.0,102675.0,6000.0,9.88,0.06,654,No,0
26.0,48596.0,15000.0,14.22,0.31,653,No,1
31.0,115154.0,24000.0,13.67,0.21,672,Yes,0
31.0,241145.0,24000.0,8.9,0.1,658,Yes,0
26.0,91227.0,9600.0,5.42,0.11,644,Yes,0
25.0,104173.0,15000.0,6.91,0.14,659,No,1
33.0,174001.0,5000.0,8.9,0.03,665,Yes,0
34.0,94282.0,18000.0,8.9,0.19,583,Yes,0
47.0,102977.0,8000.0,7.55,0.08,610,Yes,0
27.0,62264.0,7000.0,7.49,0.11,679,No,0
43.0,78852.0,5000.0,9.62,0.06,613,Yes,0
32.0,187273.0,15000.0,11.23,0.08,595,No,0
24.0,78386.0,5000.0,11.86,0.06,643,Yes,0
24.0,93298.0,12000.0,12.42,0.13,610,No,0
22.0,13445.0,1750.0,14.72,0.13,560,No,1
28.0,155143.0,34375.0,10.39,0.22,681,Yes,0
24.0,88950.0,27000.0,11.01,0.3,706,No,1
25.0,41002.0,6000.0,15.96,0.15,676,No,1
23.0,132178.0,7500.0,10.0,0.06,599,Yes,0
23.0,90662.0,7661.0,11.35,0.08,657,No,1
29.0,360479.0,16000.0,11.58,0.04,682,Yes,0
22.0,95413.0,10000.0,11.11,0.1,640,Yes,0
32.0,90064.0,8124.0,8.72,0.09,656,No,0
24.0,63089.0,12000.0,7.88,0.19,537,No,0
21.0,82959.0,3000.0,11.78,0.04,667,No,0
38.0,87434.0,5000.0,12.92,0.06,702,No,0
22.0,59002.0,20000.0,11.36,0.34,614,No,1
28.0,32219.0,8000.0,11.44,0.25,695,No,1
23.0,121095.0,20000.0,7.49,0.17,645,Yes,0
26.0,99465.0,10000.0,7.29,0.1,605,Yes,0
29.0,85760.0,19000.0,6.54,0.22,682,Yes,0
23.0,103275.0,20000.0,7.49,0.19,597,Yes,0
33.0,62400.0,13075.0,16.7,0.21,683,No,1
22.0,49259.0,4000.0,12.69,0.08,644,Yes,0
24.0,43994.0,13000.0,7.29,0.3,617,No,1
23.0,32167.0,10000.0,14.48,0.31,651,No,1
24.0,78662.0,3600.0,13.49,0.05,535,Yes,0
22.0,141247.0,6000.0,8.49,0.04,629,Yes,0
28.0,87593.0,18000.0,11.89,0.21,651,Yes,0
